Company/Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Year
Classplus,EdTech,Series C,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,2021
WINDO,E-Commerce,Seed,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,2021
ApnaKlub,E-Commerce,Pre-series A,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,121793941.14254577,2021
LegalPay,FinTech,Undisclosed,New Delhi,A tech focused B2B litigation finance company in India.,121793941.14254577,2021
Lavado,Consumer Services,Undisclosed,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,121793941.14254577,2021
Navars,EdTech,Undisclosed,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",121793941.14254577,2021
GoBolt,Logistics,Series B,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",20000000.0,2021
Loco,Gaming,Seed,Bangalore,Loco is India's leading live game streaming app.,9000000.0,2021
Auric,Health Care,Pre-series A,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2000000.0,2021
Edmingle,EdTech,Undisclosed,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,300000.0,2021
Slice,FinTech,Undisclosed,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",20000000.0,2021
Humit,Music,Pre-seed,Bangalore,Humit is a social networking app for music sharing and discovery.,121793941.14254577,2021
Airblack,IT,Series A,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,5200000.0,2021
NIRAMAI,Health Care,Undisclosed,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",121793941.14254577,2021
Intervue,SaaS,Seed,New Delhi,World's fastest collaborative environment to take tech interviews.,121793941.14254577,2021
Nestroots,Fashion,Seed,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",100000.0,2021
Detect Technologies,Automation,Undisclosed,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,12000000.0,2021
CredR,Automotive,Undisclosed,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,6500000.0,2021
Fourth Partner Energy,Solar,Undisclosed,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",125000000.0,2021
TABLT,Health Care,Series A,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,3000000.0,2021
Hesa,IT,Seed,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2000000.0,2021
Powerhouse91,Consumer Goods,Seed,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",121793941.14254577,2021
Nalanda Learning,EdTech,Undisclosed,Kolkata,India's 1st Online Preschool with Blended Learning Model,5000000.0,2021
Chargeup,Renewable Energy,Pre-series A,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",121793941.14254577,2021
Knackit,IT,Undisclosed,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,100000.0,2021
Treebo Hotels,Hospitality,Series D,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,16000000.0,2021
Raptee Energy,Automotive,Undisclosed,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,700000.0,2021
Meddo,Health Care,Undisclosed,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,6000000.0,2021
Supertails,Pet care,Pre-series A,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2600000.0,2021
SkilloVilla,EdTech,Seed,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,300000.0,2021
Cancer Clinics,Health Care,Pre-series A,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1500000.0,2021
Velocity,FinTech,Seed,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1300000.0,2021
Happy Jars,Food & Beverages,Seed,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",400000.0,2021
Inshorts,Media,Undisclosed,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,40000000.0,2021
ExtraaEdge,MarTech,Pre-series A,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,1000000.0,2021
Zotalabs,Tech,Seed,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,1250000.0,2021
Voiro,Advertising,Pre-series A,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1800000.0,2021
Dream Sports,Gaming,Undisclosed,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",400000000.0,2021
Safex Chemicals,AgriTech,Undisclosed,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,50000000.0,2021
Instoried,Content creation,Undisclosed,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,121793941.14254577,2021
Rupifi,FinTech,Pre-series A,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,4100000.0,2021
Moneyboxx,FinTech,Debt,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,3000000.0,2021
CityMall,E-Commerce,Series A,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,11000000.0,2021
Janani,Health Care,Seed,Bangalore,Janani.ai is a fertility care provider.,1000000.0,2021
ReshaMandi,AgriTech,Seed,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,1700000.0,2021
Bombay Shaving Company,Lifestyle,Undisclosed,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2000000.0,2021
DotPe,FinTech,Series A,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,27000000.0,2021
Homingos,AR,Undisclosed,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,121793941.14254577,2021
Anar Business Community,Tech,Undisclosed,Mumbai,Anar is a communications and networking platform for businesses around the world.,121793941.14254577,2021
Five Star Finance,FinTech,Undisclosed,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,234000000.0,2021
Settlrs,Rental space,Pre-series A,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",121793941.14254577,2021
BYJU'S,EdTech,Series F,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,460000000.0,2021
Annapurna Finance,FinTech,Undisclosed,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,30000000.0,2021
HealthPlix,Health Care,Series B,Bangalore,HealthPlix is a healthtech startup,13500000.0,2021
Masai School,EdTech,Series A,Bangalore,Masai School is a job-oriented software training services.,5000000.0,2021
Bewakoof,D2C Fashion,Undisclosed,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",4000000.0,2021
IndiaLends,FinTech,Undisclosed,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,5100000.0,2021
Stelis Biopharma,BioTechnology,Series B,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,195000000.0,2021
Tilt,Bike Rental,Undisclosed,Bangalore,A bike-share for Indian campuses,125000.0,2021
NeoDove,AI,Seed,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",15000000.0,2021
Zaara Biotech,BioTechnology,Undisclosed,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,10000000.0,2021
KreditBee,FinTech,Seed,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,75000000.0,2021
True Balance,FinTech,Debt,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,10000000.0,2021
Muvin,FinTech,Seed,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,1000000.0,2021
Purplle,Beauty products,Undisclosed,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",45000000.0,2021
FloBiz,Tech,Series A,Bangalore,India’s first neobusiness platform,10000000.0,2021
Jeevam Health,Health Care,Pre-seed,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,1500000.0,2021
NewLink Group,Tech,Undisclosed,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,200000000.0,2021
OZiva,Health Care,Series B,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,12000000.0,2021
Blive,Tourism,Pre-series A,Panaji,B: Live is an electric vehicle tourism startup.,1000000.0,2021
Nazara Technologies,Gaming,Undisclosed,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",30000000.0,2021
Euler Motors,Automotive,Series A,New Delhi,Electric Light Commercial Vehicle,2600000.0,2021
Pixxel,SpaceTech,Seed,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,7300000.0,2021
Prescinto,Solar,Seed,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,3500000.0,2021
MyGlamm,Beauty products,Series C,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,20000000.0,2021
Chirrup,Gaming,Pre-seed,Bangalore,Video integrated social-gaming platform,300000.0,2021
Policybazaar,Insurance,Undisclosed,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,75000000.0,2021
Livve Homes,Rental space,Undisclosed,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",5000000.0,2021
